date,pm2.5,pm10,temp,humidity
2019.9.16 19:00,3,3,25.7,52.6
2019.9.16 19:00,1,1,25.7,52.5
2019.9.16 19:00,1,1,25.7,52.5
2019.9.16 19:00,2,2,25.7,52.5
2019.9.16 19:00,2,2,25.7,52.5
2019.9.16 19:00,2,3,25.7,52.5
2019.9.16 19:00,2,3,25.6,52.4
2019.9.16 19:00,1,3,25.7,52.5
2019.9.16 19:00,1,3,25.7,52.5
2019.9.16 19:00,2,4,25.7,52.5
2019.9.16 19:00,2,4,25.7,52.5
2019.9.16 19:00,2,4,25.7,52.5
2019.9.16 19:01,1,3,25.7,52.5
2019.9.16 19:01,3,4,25.7,52.5
2019.9.16 19:01,3,4,25.7,52.6
2019.9.16 19:01,2,3,25.7,52.6
