datetime,pm2.5,pm10,temperature,humidity
2020-12-11 12:42:12,24,29,22.5,29.8
2020-12-11 12:42:18,24,28,22.4,29.7
2020-12-11 12:42:23,27,29,22.4,29.7
2020-12-11 12:42:28,26,28,22.4,29.7
2020-12-11 12:42:34,26,30,22.5,29.8
2020-12-11 12:42:39,27,31,22.5,29.8
2020-12-11 12:42:44,26,32,22.4,29.7
2020-12-11 12:42:50,28,32,22.4,29.7
2020-12-11 12:42:55,26,33,22.4,29.7
2020-12-11 12:43:00,28,29,22.4,29.7
2020-12-11 12:43:06,24,26,22.5,29.8
2020-12-11 12:43:11,23,24,22.4,29.8
2020-12-11 12:43:16,22,23,22.5,29.8
2020-12-11 12:43:22,21,23,22.4,29.8
2020-12-11 12:43:27,21,26,22.4,29.8
2020-12-11 12:43:32,22,30,22.4,29.8
2020-12-11 12:43:38,24,34,22.4,29.8
2020-12-11 12:43:43,24,34,22.4,29.8
2020-12-11 12:43:48,24,27,22.4,29.8
2020-12-11 12:43:54,24,27,22.4,29.8
2020-12-11 12:43:59,26,29,22.4,29.8
2020-12-11 12:44:05,28,30,22.4,29.8
2020-12-11 12:44:10,27,32,22.4,29.8
2020-12-11 12:44:16,28,33,22.4,29.8
2020-12-11 12:44:21,25,29,22.4,29.8
2020-12-11 12:44:26,25,29,22.4,29.8
2020-12-11 12:44:32,28,30,22.4,29.8
2020-12-11 12:44:37,26,28,22.4,29.8
2020-12-11 12:44:42,28,31,22.4,29.8
2020-12-11 12:44:48,27,31,22.4,29.8
2020-12-11 12:44:53,27,39,22.4,29.8
2020-12-11 12:44:59,28,39,22.4,29.8
2020-12-11 12:45:04,30,36,22.4,29.8
2020-12-11 12:45:10,28,36,22.4,29.8
2020-12-11 12:45:15,24,32,22.4,29.8
2020-12-11 12:45:20,24,32,22.4,29.8
2020-12-11 12:45:26,23,27,22.4,29.8
2020-12-11 12:45:31,22,28,22.4,29.8
2020-12-11 12:45:37,23,30,22.4,29.8
2020-12-11 12:45:42,24,29,22.4,29.8
2020-12-11 12:45:47,26,31,22.4,29.8
2020-12-11 12:45:52,27,33,22.4,29.8
2020-12-11 12:45:58,26,29,22.4,29.8
2020-12-11 12:46:03,24,28,22.4,29.8
2020-12-11 12:46:09,24,28,22.4,29.8
2020-12-11 12:46:14,24,29,22.4,29.8
2020-12-11 12:46:19,26,30,22.4,29.8
2020-12-11 12:46:25,28,34,22.4,29.8
2020-12-11 12:46:30,30,41,22.4,29.8
2020-12-11 12:46:36,30,39,22.4,29.8
2020-12-11 12:46:41,28,32,22.4,29.8
2020-12-11 12:46:47,29,32,22.4,29.8
2020-12-11 12:46:52,25,32,22.4,29.8
2020-12-11 12:46:57,24,30,22.4,29.8
2020-12-11 12:47:03,22,30,22.4,29.8
2020-12-11 12:47:08,21,28,22.4,29.8
2020-12-11 12:47:13,25,31,22.4,29.8
2020-12-11 12:47:19,25,32,22.4,29.8
2020-12-11 12:47:25,34,36,22.4,29.8
2020-12-11 12:47:30,30,34,22.4,29.8
2020-12-11 12:47:35,28,28,22.4,29.8
2020-12-11 12:47:40,28,30,22.4,29.8
2020-12-11 12:47:46,29,34,22.4,29.8
2020-12-11 12:47:51,29,36,22.4,29.8
2020-12-11 12:47:57,26,33,22.4,29.8
2020-12-11 12:48:02,26,34,22.4,29.9
2020-12-11 12:48:07,24,30,22.4,29.9
2020-12-11 12:48:13,24,30,22.4,29.9
2020-12-11 12:48:18,23,24,22.4,29.8
2020-12-11 12:48:23,23,24,22.4,29.9
2020-12-11 12:48:29,25,25,22.4,29.9
2020-12-11 12:48:34,27,27,22.4,29.9
2020-12-11 12:48:40,30,31,22.4,29.9
2020-12-11 12:48:45,30,31,22.4,29.9
2020-12-11 12:48:50,28,28,22.4,29.9
2020-12-11 12:48:56,28,28,22.3,29.8
2020-12-11 12:49:01,27,33,22.4,29.9
2020-12-11 12:49:07,27,34,22.4,29.9
2020-12-11 12:49:12,26,30,22.4,29.9
2020-12-11 12:49:17,26,32,22.4,29.9
2020-12-11 12:49:23,26,33,22.4,29.9
2020-12-11 12:49:28,26,31,22.4,29.9
2020-12-11 12:49:34,31,39,22.4,29.9
2020-12-11 12:49:39,30,38,22.4,29.9
2020-12-11 12:49:45,29,41,22.3,29.9
2020-12-11 12:49:50,29,40,22.4,29.9
2020-12-11 12:49:56,26,35,22.4,29.9
2020-12-11 12:50:01,26,35,22.4,29.9
2020-12-11 12:50:06,25,33,22.3,29.9
2020-12-11 12:50:12,26,30,22.4,29.9
2020-12-11 12:50:17,29,36,22.4,29.9
2020-12-11 12:50:23,29,34,22.4,29.9
2020-12-11 12:50:28,26,28,22.4,29.9
2020-12-11 12:50:33,26,28,22.4,29.9
2020-12-11 12:50:39,23,29,22.4,29.9
2020-12-11 12:50:44,23,27,22.4,29.9
2020-12-11 12:50:49,22,25,22.4,29.9
2020-12-11 12:50:55,23,24,22.4,29.9
2020-12-11 12:51:01,26,27,22.4,29.9
2020-12-11 12:51:06,26,27,22.4,29.9
2020-12-11 12:51:11,24,32,22.4,29.9
2020-12-11 12:51:17,24,31,22.3,29.9
2020-12-11 12:51:22,25,32,22.3,29.9
2020-12-11 12:51:27,28,32,22.4,29.9
2020-12-11 12:51:33,29,30,22.3,29.9
2020-12-11 12:51:38,30,31,22.3,29.9
2020-12-11 12:51:44,28,30,22.3,29.9
2020-12-11 12:51:49,28,30,22.3,29.9
2020-12-11 12:51:54,27,29,22.4,29.9
2020-12-11 12:52:00,28,33,22.4,29.9
2020-12-11 12:52:05,28,36,22.3,29.9
2020-12-11 12:52:11,29,35,22.4,29.9
2020-12-11 12:52:16,25,28,22.4,29.9
2020-12-11 12:52:21,24,31,22.4,29.9
2020-12-11 12:52:27,25,33,22.4,29.9
2020-12-11 12:52:32,26,35,22.4,29.9
2020-12-11 12:52:38,28,33,22.4,29.9
2020-12-11 12:52:43,29,34,22.4,29.9
2020-12-11 12:52:49,29,31,22.4,29.9
2020-12-11 12:52:54,28,31,22.4,29.9
2020-12-11 12:52:59,26,28,22.4,29.9
2020-12-11 12:53:05,25,26,22.4,29.9
2020-12-11 12:53:10,23,25,22.4,29.9
2020-12-11 12:53:15,24,26,22.4,29.9
2020-12-11 12:53:21,23,28,22.4,29.9
2020-12-11 12:53:26,23,30,22.4,29.9
2020-12-11 12:53:31,25,34,22.4,29.9
2020-12-11 12:53:37,24,32,22.4,29.9
2020-12-11 12:53:42,27,30,22.4,29.9
2020-12-11 12:53:47,26,30,22.4,29.9
2020-12-11 12:53:53,23,27,22.4,29.9
2020-12-11 12:53:58,23,26,22.4,29.9
2020-12-11 12:54:03,25,28,22.4,29.9
2020-12-11 12:54:09,26,31,22.4,29.9
2020-12-11 12:54:14,28,34,22.4,29.9
2020-12-11 12:54:20,25,30,22.4,29.9
2020-12-11 12:54:25,25,30,22.4,29.9
2020-12-11 12:54:30,25,31,22.4,29.9
2020-12-11 12:54:36,28,33,22.4,29.9
2020-12-11 12:54:41,28,34,22.4,29.9
2020-12-11 12:54:47,26,33,22.4,29.9
2020-12-11 12:54:52,27,35,22.4,29.9
2020-12-11 12:54:58,29,35,22.4,29.9
2020-12-11 12:55:03,29,35,22.4,29.9
2020-12-11 12:55:08,25,33,22.4,29.9
2020-12-11 12:55:13,25,32,22.4,29.9
2020-12-11 12:55:19,23,24,22.4,29.9
2020-12-11 12:55:24,23,24,22.4,29.9
2020-12-11 12:55:30,24,29,22.4,29.9
2020-12-11 12:55:35,25,30,22.4,29.9
2020-12-11 12:55:40,28,36,22.4,29.9
2020-12-11 12:55:46,27,35,22.4,29.9
2020-12-11 12:55:51,25,33,22.4,29.9
2020-12-11 12:55:56,25,33,22.4,29.9
2020-12-11 12:56:02,26,32,22.4,29.9
2020-12-11 12:56:07,27,34,22.4,29.9
2020-12-11 12:56:13,30,36,22.4,29.9
2020-12-11 12:56:18,29,38,22.4,29.9
2020-12-11 12:56:23,27,33,22.4,29.9
2020-12-11 12:56:29,27,33,22.4,29.9
2020-12-11 12:56:34,25,33,22.4,29.9
2020-12-11 12:56:39,26,33,22.4,29.9
2020-12-11 12:56:45,26,31,22.4,29.9
2020-12-11 12:56:50,26,30,22.4,29.9
2020-12-11 12:56:55,24,28,22.4,29.9
2020-12-11 12:57:01,23,27,22.4,29.9
2020-12-11 12:57:06,22,23,22.4,29.9
2020-12-11 12:57:11,23,25,22.4,29.9
2020-12-11 12:57:17,24,26,22.5,29.9
2020-12-11 12:57:22,24,26,22.4,29.9
2020-12-11 12:57:27,24,31,22.5,29.9
2020-12-11 12:57:33,23,32,22.5,29.9
2020-12-11 12:57:38,29,39,22.4,29.8
2020-12-11 12:57:44,30,38,22.4,29.8
2020-12-11 12:57:49,27,32,22.5,29.9
2020-12-11 12:57:54,28,32,22.5,29.9
2020-12-11 12:58:00,29,34,22.5,29.9
2020-12-11 12:58:05,28,34,22.5,29.9
2020-12-11 12:58:11,27,38,22.5,29.9
2020-12-11 12:58:16,27,37,22.4,29.8
2020-12-11 12:58:22,21,25,22.5,29.9
2020-12-11 12:58:27,22,26,22.5,29.9
2020-12-11 12:58:32,24,27,22.5,29.9
2020-12-11 12:58:38,24,30,22.5,29.9
2020-12-11 12:58:43,24,34,22.5,29.9
2020-12-11 12:58:48,25,36,22.5,29.9
2020-12-11 12:58:54,25,35,22.5,29.9
2020-12-11 12:58:59,24,35,22.5,29.9
2020-12-11 12:59:05,0,0,22.5,29.9
2020-12-11 12:59:11,24,31,22.5,29.9
2020-12-11 12:59:16,24,31,22.5,29.8
2020-12-11 12:59:21,28,30,22.5,29.9
2020-12-11 12:59:27,29,31,22.5,29.9
2020-12-11 12:59:32,27,31,22.5,29.9
2020-12-11 12:59:38,27,31,22.5,29.9
2020-12-11 12:59:43,28,36,22.5,29.9
2020-12-11 12:59:49,28,36,22.5,29.9
2020-12-11 12:59:54,26,32,22.5,29.9
2020-12-11 12:59:59,26,31,22.5,29.9
2020-12-11 13:00:05,26,31,22.5,29.9
2020-12-11 13:00:10,26,31,22.5,29.8
2020-12-11 13:00:16,24,32,22.6,29.9
2020-12-11 13:00:21,24,32,22.5,29.8
2020-12-11 13:00:26,24,28,22.5,29.8
2020-12-11 13:00:31,24,28,22.5,29.8
2020-12-11 13:00:37,30,36,22.5,29.8
2020-12-11 13:00:42,31,38,22.5,29.8
2020-12-11 13:00:48,31,35,22.5,29.8
2020-12-11 13:00:53,31,34,22.5,29.8
2020-12-11 13:00:59,29,40,22.5,29.8
2020-12-11 13:01:04,29,40,22.6,29.9
2020-12-11 13:01:10,31,35,22.5,29.8
2020-12-11 13:01:15,30,34,22.5,29.8
2020-12-11 13:01:20,28,29,22.5,29.8
2020-12-11 13:01:26,28,29,22.5,29.8
2020-12-11 13:01:31,26,31,22.5,29.8
2020-12-11 13:01:36,26,31,22.6,29.8
2020-12-11 13:01:42,27,31,22.5,29.8
2020-12-11 13:01:47,27,31,22.6,29.8
2020-12-11 13:01:52,25,28,22.6,29.8
2020-12-11 13:01:58,25,28,22.6,29.9
2020-12-11 13:02:03,27,30,22.5,29.8
2020-12-11 13:02:08,26,30,22.6,29.8
2020-12-11 13:02:14,26,28,22.6,29.8
2020-12-11 13:02:19,26,28,22.6,29.8
2020-12-11 13:02:24,26,28,22.6,29.8
2020-12-11 13:02:30,26,28,22.6,29.8
2020-12-11 13:02:35,24,26,22.6,29.8
2020-12-11 13:02:40,24,26,22.6,29.8
2020-12-11 13:02:46,26,29,22.6,29.8
2020-12-11 13:02:51,26,29,22.6,29.8
2020-12-11 13:02:57,34,42,22.6,29.8
2020-12-11 13:03:02,34,39,22.6,29.8
2020-12-11 13:03:08,31,35,22.6,29.8
2020-12-11 13:03:13,30,35,22.6,29.7
2020-12-11 13:03:18,29,35,22.6,29.8
2020-12-11 13:03:23,28,32,22.6,29.8
2020-12-11 13:03:29,29,31,22.6,29.8
2020-12-11 13:03:35,0,0,22.6,29.8
2020-12-11 13:03:40,29,34,22.6,29.8
2020-12-11 13:03:46,28,32,22.6,29.8
2020-12-11 13:03:51,28,32,22.6,29.8
2020-12-11 13:03:57,27,37,22.6,29.8
2020-12-11 13:04:03,27,36,22.6,29.8
2020-12-11 13:04:08,24,31,22.6,29.8
2020-12-11 13:04:13,24,31,22.6,29.8
2020-12-11 13:04:19,22,26,22.6,29.8
2020-12-11 13:04:24,22,26,22.6,29.8
2020-12-11 13:04:29,26,31,22.6,29.8
2020-12-11 13:04:35,25,31,22.6,29.8
2020-12-11 13:04:40,30,36,22.6,29.8
2020-12-11 13:04:45,30,36,22.6,29.8
2020-12-11 13:04:51,28,39,22.6,29.7
2020-12-11 13:04:56,28,39,22.6,29.7
2020-12-11 13:05:01,26,33,22.6,29.7
2020-12-11 13:05:07,26,33,22.6,29.7
2020-12-11 13:05:12,24,31,22.6,29.8
2020-12-11 13:05:17,24,31,22.6,29.8
2020-12-11 13:05:23,24,30,22.6,29.7
2020-12-11 13:05:28,26,28,22.6,29.7
2020-12-11 13:05:33,25,26,22.6,29.7
2020-12-11 13:05:39,24,26,22.7,29.8
2020-12-11 13:05:44,24,26,22.7,29.8
2020-12-11 13:05:49,28,29,22.6,29.7
2020-12-11 13:05:55,28,29,22.7,29.8
2020-12-11 13:06:00,28,36,22.7,29.8
2020-12-11 13:06:05,28,36,22.7,29.8
2020-12-11 13:06:11,26,30,22.7,29.8
2020-12-11 13:06:16,28,31,22.7,29.8
2020-12-11 13:06:22,24,27,22.7,29.8
2020-12-11 13:06:27,24,27,22.7,29.8
2020-12-11 13:06:33,28,33,22.6,29.7
2020-12-11 13:06:38,28,33,22.6,29.7
2020-12-11 13:06:43,26,30,22.7,29.7
2020-12-11 13:06:48,27,31,22.7,29.7
2020-12-11 13:06:54,25,28,22.7,29.8
2020-12-11 13:06:59,25,28,22.7,29.7
2020-12-11 13:07:05,28,29,22.7,29.7
2020-12-11 13:07:10,27,29,22.7,29.7
2020-12-11 13:07:15,27,32,22.7,29.7
2020-12-11 13:07:20,27,32,22.6,29.6
2020-12-11 13:07:26,29,35,22.7,29.7
2020-12-11 13:07:31,29,35,22.7,29.7
2020-12-11 13:07:37,28,35,22.7,29.7
2020-12-11 13:07:42,28,35,22.7,29.7
2020-12-11 13:07:47,27,34,22.7,29.7
2020-12-11 13:07:53,27,36,22.7,29.7
2020-12-11 13:07:58,27,34,22.7,29.7
2020-12-11 13:08:04,27,34,22.7,29.7
2020-12-11 13:08:09,25,30,22.7,29.8
2020-12-11 13:08:14,25,30,22.7,29.8
2020-12-11 13:08:20,23,30,22.7,29.8
2020-12-11 13:08:25,23,30,22.8,29.8
2020-12-11 13:08:30,23,27,22.7,29.8
2020-12-11 13:08:36,23,27,22.7,29.8
2020-12-11 13:08:41,29,35,22.7,29.7
2020-12-11 13:08:46,29,35,22.8,29.7
2020-12-11 13:08:52,27,30,22.7,29.7
2020-12-11 13:08:57,28,30,22.7,29.7
2020-12-11 13:09:02,28,29,22.7,29.7
2020-12-11 13:09:08,28,29,22.7,29.7
2020-12-11 13:09:13,30,34,22.8,29.7
2020-12-11 13:09:19,30,34,22.8,29.7
2020-12-11 13:09:24,26,34,22.8,29.7
2020-12-11 13:09:29,26,34,22.8,29.7
2020-12-11 13:09:35,25,34,22.8,29.8
2020-12-11 13:09:40,25,34,22.7,29.8
2020-12-11 13:09:45,23,32,22.8,29.8
2020-12-11 13:09:51,23,32,22.8,29.8
2020-12-11 13:09:56,26,33,22.8,29.8
2020-12-11 13:10:01,26,33,22.8,29.7
2020-12-11 13:10:07,26,33,22.8,29.7
2020-12-11 13:10:12,26,33,22.8,29.7
2020-12-11 13:10:18,24,30,22.8,29.7
2020-12-11 13:10:23,24,30,22.8,29.7
2020-12-11 13:10:28,22,25,22.8,29.7
2020-12-11 13:10:33,22,25,22.8,29.7
2020-12-11 13:10:39,27,31,22.8,29.7
2020-12-11 13:10:44,29,32,22.8,29.7
2020-12-11 13:10:50,28,34,22.8,29.7
2020-12-11 13:10:55,28,34,22.8,29.7
2020-12-11 13:11:01,27,32,22.8,29.6
2020-12-11 13:11:06,27,32,22.8,29.7
2020-12-11 13:11:11,26,29,22.8,29.7
2020-12-11 13:11:17,26,29,22.8,29.7
2020-12-11 13:11:22,28,35,22.8,29.7
2020-12-11 13:11:27,28,35,22.8,29.7
2020-12-11 13:11:33,27,32,22.8,29.7
2020-12-11 13:11:38,28,33,22.8,29.7
2020-12-11 13:11:43,26,31,22.8,29.7
2020-12-11 13:11:49,26,31,22.8,29.7
2020-12-11 13:11:54,30,35,22.8,29.8
2020-12-11 13:11:59,30,36,22.8,29.8
2020-12-11 13:12:05,28,30,22.8,29.7
2020-12-11 13:12:10,28,30,22.8,29.7
2020-12-11 13:12:16,25,28,22.8,29.7
2020-12-11 13:12:21,25,28,22.8,29.7
2020-12-11 13:12:27,30,36,22.8,29.7
2020-12-11 13:12:32,30,36,22.9,29.7
2020-12-11 13:12:38,24,30,22.8,29.6
2020-12-11 13:12:43,24,30,22.8,29.7
2020-12-11 13:12:48,24,30,22.8,29.7
2020-12-11 13:12:54,24,30,22.8,29.7
2020-12-11 13:12:59,27,40,22.8,29.6
2020-12-11 13:13:04,27,40,22.8,29.6
2020-12-11 13:13:10,27,40,22.8,29.6
2020-12-11 13:13:15,26,38,22.9,29.7
2020-12-11 13:13:21,32,35,22.8,29.6
2020-12-11 13:13:26,31,34,22.8,29.6
2020-12-11 13:13:32,31,38,22.9,29.7
2020-12-11 13:13:37,30,37,22.8,29.7
2020-12-11 13:13:42,25,27,22.8,29.7
2020-12-11 13:13:48,25,27,22.8,29.6
2020-12-11 13:13:53,23,30,22.8,29.6
2020-12-11 13:13:58,23,30,22.9,29.6
2020-12-11 13:14:04,26,31,22.9,29.6
2020-12-11 13:14:09,27,32,22.9,29.6
2020-12-11 13:14:15,28,33,22.8,29.5
2020-12-11 13:14:20,28,33,22.8,29.5
2020-12-11 13:14:26,25,27,22.9,29.6
2020-12-11 13:14:31,28,31,22.9,29.6
2020-12-11 13:14:37,31,33,22.9,29.6
2020-12-11 13:14:42,31,33,22.8,29.6
2020-12-11 13:14:47,28,32,22.9,29.6
2020-12-11 13:14:53,27,32,22.9,29.6
2020-12-11 13:14:58,29,33,22.9,29.6
2020-12-11 13:15:03,27,32,22.9,29.6
2020-12-11 13:15:09,28,32,22.9,29.6
2020-12-11 13:15:14,28,32,22.9,29.6
2020-12-11 13:15:20,25,30,22.9,29.6
2020-12-11 13:15:25,25,30,22.9,29.6
2020-12-11 13:15:30,26,30,22.9,29.6
2020-12-11 13:15:36,26,30,22.9,29.6
2020-12-11 13:15:41,26,36,22.9,29.6
2020-12-11 13:15:46,26,36,22.9,29.7
2020-12-11 13:15:52,27,29,22.9,29.7
2020-12-11 13:15:57,27,29,22.9,29.6
2020-12-11 13:16:02,26,28,22.9,29.6
2020-12-11 13:16:08,26,28,22.9,29.6
2020-12-11 13:16:13,25,27,22.9,29.6
2020-12-11 13:16:18,25,28,22.9,29.5
2020-12-11 13:16:24,26,30,22.9,29.5
2020-12-11 13:16:29,26,30,22.9,29.5
2020-12-11 13:16:34,27,31,22.9,29.6
2020-12-11 13:16:40,27,31,22.9,29.6
2020-12-11 13:16:45,23,28,22.9,29.6
2020-12-11 13:16:50,23,28,22.9,29.6
2020-12-11 13:16:56,22,29,22.9,29.5
2020-12-11 13:17:01,22,29,22.9,29.5
2020-12-11 13:17:07,24,32,22.9,29.5
2020-12-11 13:17:12,24,32,22.9,29.6
2020-12-11 13:17:17,27,34,22.9,29.6
2020-12-11 13:17:22,27,34,22.9,29.6
2020-12-11 13:17:28,27,31,22.9,29.5
2020-12-11 13:17:33,28,32,22.9,29.4
2020-12-11 13:17:39,24,25,22.9,29.5
2020-12-11 13:17:44,24,25,22.9,29.6
2020-12-11 13:17:49,26,33,22.9,29.6
2020-12-11 13:17:54,26,33,22.9,29.6
2020-12-11 13:18:00,26,33,22.9,29.6
2020-12-11 13:18:05,26,33,22.9,29.6
2020-12-11 13:18:11,24,28,22.9,29.6
2020-12-11 13:18:16,24,28,22.9,29.6
2020-12-11 13:18:21,24,29,22.9,29.6
2020-12-11 13:18:27,24,29,22.9,29.6
2020-12-11 13:18:32,26,31,22.9,29.6
2020-12-11 13:18:38,26,31,22.9,29.6
2020-12-11 13:18:43,25,28,22.9,29.6
2020-12-11 13:18:48,25,27,22.9,29.6
2020-12-11 13:18:54,28,32,22.9,29.7
2020-12-11 13:18:59,28,32,23.0,29.7
2020-12-11 13:19:04,24,29,22.9,29.7
2020-12-11 13:19:10,24,29,23.0,29.7
2020-12-11 13:19:15,23,28,23.0,29.7
2020-12-11 13:19:20,23,28,23.0,29.7
2020-12-11 13:19:26,26,28,23.0,29.7
2020-12-11 13:19:31,26,28,23.0,29.7
2020-12-11 13:19:36,24,29,22.9,29.7
2020-12-11 13:19:42,24,30,23.0,29.7
2020-12-11 13:19:47,27,34,23.0,29.7
2020-12-11 13:19:52,27,35,23.0,29.7
2020-12-11 13:19:58,30,36,23.0,29.7
2020-12-11 13:20:03,30,36,23.0,29.7
2020-12-11 13:20:09,28,34,23.0,29.7
2020-12-11 13:20:14,28,34,23.0,29.7
2020-12-11 13:20:19,28,31,23.0,29.7
2020-12-11 13:20:25,28,31,23.0,29.6
2020-12-11 13:20:30,27,31,23.0,29.7
2020-12-11 13:20:35,28,31,23.0,29.7
2020-12-11 13:20:41,25,28,23.0,29.7
2020-12-11 13:20:46,25,28,23.0,29.7
2020-12-11 13:20:52,24,25,23.0,29.7
2020-12-11 13:20:57,24,25,23.0,29.6
2020-12-11 13:21:02,25,31,23.0,29.6
2020-12-11 13:21:08,25,34,23.0,29.7
2020-12-11 13:21:13,29,41,23.0,29.6
2020-12-11 13:21:19,29,41,23.0,29.6
2020-12-11 13:21:24,25,28,23.0,29.6
2020-12-11 13:21:29,25,29,23.0,29.6
2020-12-11 13:21:35,25,28,23.0,29.6
2020-12-11 13:21:40,25,28,23.0,29.6
2020-12-11 13:21:45,28,29,23.0,29.6
2020-12-11 13:21:51,28,29,23.0,29.6
2020-12-11 13:21:56,30,33,23.0,29.6
2020-12-11 13:22:01,32,35,23.0,29.6
2020-12-11 13:22:07,30,34,23.0,29.6
2020-12-11 13:22:12,30,34,23.0,29.6
2020-12-11 13:22:18,26,33,23.0,29.6
2020-12-11 13:22:23,26,33,23.0,29.6
2020-12-11 13:22:28,24,29,23.0,29.7
2020-12-11 13:22:34,24,29,23.0,29.7
2020-12-11 13:22:39,24,30,23.0,29.7
2020-12-11 13:22:44,24,30,23.0,29.6
2020-12-11 13:22:50,29,30,23.0,29.6
2020-12-11 13:22:55,30,33,23.0,29.6
2020-12-11 13:23:01,31,37,23.0,29.6
2020-12-11 13:23:06,31,37,23.0,29.6
2020-12-11 13:23:12,30,37,23.0,29.6
2020-12-11 13:23:17,30,37,23.0,29.6
2020-12-11 13:23:22,22,25,23.0,29.6
2020-12-11 13:23:27,22,25,23.0,29.6
2020-12-11 13:23:33,23,27,23.0,29.6
2020-12-11 13:23:38,23,27,23.0,29.6
2020-12-11 13:23:44,26,28,23.0,29.6
2020-12-11 13:23:49,26,28,23.0,29.6
2020-12-11 13:23:54,24,26,23.0,29.6
2020-12-11 13:24:00,24,26,23.0,29.6
2020-12-11 13:24:05,25,29,23.0,29.6
2020-12-11 13:24:10,25,30,23.0,29.6
2020-12-11 13:24:16,24,26,23.0,29.6
2020-12-11 13:24:21,24,26,23.0,29.6
2020-12-11 13:24:26,27,31,23.1,29.7
2020-12-11 13:24:32,27,31,23.0,29.6
2020-12-11 13:24:37,27,31,23.1,29.7
2020-12-11 13:24:42,25,31,23.0,29.6
2020-12-11 13:24:47,27,33,23.0,29.6
2020-12-11 13:24:53,31,36,23.1,29.6
2020-12-11 13:24:58,31,36,23.0,29.6
2020-12-11 13:25:04,29,35,23.1,29.7
2020-12-11 13:25:09,29,35,23.1,29.7
2020-12-11 13:25:14,27,38,23.0,29.6
2020-12-11 13:25:20,27,38,23.1,29.7
2020-12-11 13:25:25,23,28,23.1,29.7
2020-12-11 13:25:30,23,28,23.1,29.7
2020-12-11 13:25:36,21,27,23.0,29.6
2020-12-11 13:25:41,21,27,23.1,29.7
2020-12-11 13:25:46,24,31,23.1,29.7
2020-12-11 13:25:52,24,32,23.1,29.6
2020-12-11 13:25:57,28,36,23.0,29.6
2020-12-11 13:26:02,28,36,23.1,29.7
2020-12-11 13:26:08,26,27,23.1,29.7
2020-12-11 13:26:13,26,27,23.0,29.7
2020-12-11 13:26:18,22,26,23.1,29.7
2020-12-11 13:26:24,22,26,23.1,29.6
2020-12-11 13:26:29,28,31,23.1,29.6
2020-12-11 13:26:35,28,32,23.1,29.6
2020-12-11 13:26:40,26,32,23.1,29.6
2020-12-11 13:26:45,26,33,23.1,29.6
2020-12-11 13:26:51,26,35,23.1,29.6
2020-12-11 13:26:56,26,34,23.1,29.6
2020-12-11 13:27:02,27,30,23.1,29.6
2020-12-11 13:27:07,27,30,23.1,29.6
2020-12-11 13:27:13,24,27,23.0,29.6
2020-12-11 13:27:18,25,27,23.1,29.5
2020-12-11 13:27:24,25,32,23.1,29.6
2020-12-11 13:27:29,25,32,23.1,29.6
2020-12-11 13:27:34,26,32,23.1,29.6
2020-12-11 13:27:40,26,32,23.1,29.5
2020-12-11 13:27:45,25,30,23.1,29.5
2020-12-11 13:27:50,25,30,23.1,29.5
2020-12-11 13:27:56,25,30,23.1,29.6
2020-12-11 13:28:01,25,30,23.1,29.6
2020-12-11 13:28:06,24,30,23.1,29.6
2020-12-11 13:28:12,24,30,23.1,29.6
2020-12-11 13:28:17,25,33,23.1,29.6
2020-12-11 13:28:22,25,33,23.1,29.6
2020-12-11 13:28:28,24,28,23.1,29.6
2020-12-11 13:28:33,24,29,23.1,29.6
2020-12-11 13:28:38,25,28,23.1,29.6
2020-12-11 13:28:44,25,28,23.1,29.6
2020-12-11 13:28:49,26,29,23.1,29.6
2020-12-11 13:28:54,26,28,23.1,29.6
2020-12-11 13:29:00,22,23,23.1,29.6
2020-12-11 13:29:05,22,23,23.1,29.6
2020-12-11 13:29:10,26,29,23.1,29.6
2020-12-11 13:29:16,26,32,23.1,29.5
2020-12-11 13:29:21,28,30,23.1,29.6
2020-12-11 13:29:27,27,29,23.1,29.5
2020-12-11 13:29:32,23,23,23.1,29.5
2020-12-11 13:29:37,23,23,23.1,29.5
2020-12-11 13:29:43,25,33,23.1,29.5
2020-12-11 13:29:48,25,33,23.1,29.5
2020-12-11 13:29:53,25,37,23.1,29.5
2020-12-11 13:29:59,25,37,23.1,29.6
2020-12-11 13:30:04,24,27,23.1,29.6
2020-12-11 13:30:09,24,27,23.1,29.5
2020-12-11 13:30:15,24,27,23.1,29.5
2020-12-11 13:30:20,24,27,23.1,29.5
2020-12-11 13:30:25,26,33,23.1,29.5
2020-12-11 13:30:31,26,33,23.2,29.6
2020-12-11 13:30:36,28,33,23.1,29.5
2020-12-11 13:30:41,26,34,23.1,29.5
2020-12-11 13:30:47,28,34,23.2,29.6
2020-12-11 13:30:53,28,34,23.1,29.5
2020-12-11 13:30:58,26,32,23.2,29.6
2020-12-11 13:31:03,27,33,23.2,29.6
2020-12-11 13:31:09,24,37,23.1,29.5
2020-12-11 13:31:14,24,37,23.1,29.5
2020-12-11 13:31:20,25,36,23.1,29.5
2020-12-11 13:31:25,25,36,23.1,29.5
2020-12-11 13:31:30,25,36,23.2,29.6
2020-12-11 13:31:36,25,36,23.2,29.6
2020-12-11 13:31:41,25,27,23.1,29.5
2020-12-11 13:31:46,25,27,23.1,29.5
2020-12-11 13:31:52,24,29,23.2,29.6
2020-12-11 13:31:57,24,29,23.2,29.6
2020-12-11 13:32:02,26,31,23.2,29.6
2020-12-11 13:32:08,26,32,23.2,29.5
2020-12-11 13:32:14,25,28,23.2,29.6
